qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	General functional category	Functional category	KO
tr|F4BYB3|F4BYB3_METSG	smart00382	ATPases associated with a variety of cellular activities	ATPases associated with a variety of cellular activities. AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.		CDD:214640			28.387	155.0	86.0	4.0	516.0	653.0	2.0	148.0	1.32e-19	80.1			
tr|F4BYB3|F4BYB3_METSG	smart01072	Cell division protein 48 (CDC48) domain 2	Cell division protein 48 (CDC48) domain 2. This domain has a double psi-beta barrel fold and includes VCP-like ATPase and N-ethylmaleimide sensitive fusion protein N-terminal domains. Both the VAT and NSF N-terminal functional domains consist of two structural domains of which this is at the C-terminus. The VAT-N domain found in AAA ATPases is a substrate 185-residue recognition domain.		CDD:215011			27.381	84.0	33.0	2.0	114.0	197.0	8.0	63.0	7.16e-08	43.7			
tr|F4BYB3|F4BYB3_METSG	smart01073	Cell division protein 48 (CDC48) N-terminal domain	Cell division protein 48 (CDC48) N-terminal domain. This domain has a double psi-beta barrel fold and includes VCP-like ATPase and N-ethylmaleimide sensitive fusion protein N-terminal domains. Both the VAT and NSF N-terminal functional domains consist of two structural domains of which this is at the N-terminus. The VAT-N domain found in AAA ATPases is a substrate 185-residue recognition domain.		CDD:215012			45.783	83.0	43.0	2.0	9.0	90.0	1.0	82.0	1.32e-22	86.5			
tr|F4BYB6|F4BYB6_METSG	COG1254	Acylphosphatase	Acylphosphatase [Energy production and conversion]. 	3.6.1.7	CDD:440866			29.63	81.0	51.0	4.0	1.0	81.0	2.0	76.0	2.18e-14	62.9	METABOLISM	Energy production and conversion 	K01512
tr|F4BYB6|F4BYB6_METSG	cl00551		Acylphosphatase. acylphosphatase; Provisional		CDD:444972															
tr|F4BYB6|F4BYB6_METSG	cl00551		Acylphosphatase. acylphosphatase; Provisional		CDD:444972															
tr|F4BYH4|F4BYH4_METSG	COG5643	Uncharacterized conserved protein containing a metal-binding domain	Uncharacterized conserved protein containing a metal-binding domain [General function prediction only]. 		CDD:444367			40.688	349.0	177.0	8.0	18.0	342.0	33.0	375.0	4.79e-120	348.0	POORLY CHARACTERIZED	General function prediction only 	
tr|F4BYH4|F4BYH4_METSG	pfam02663	FmdE, Molybdenum formylmethanofuran dehydrogenase operon (Provisional)	FmdE, Molybdenum formylmethanofuran dehydrogenase operon. This entry represents the FmdE protein that is encode by the molybdenum formylmethanofuran dehydrogenase operon. FmdE does not co-purify with the molybdenum isozyme that is formed by FmdC and FmdB. The domain is typically found as a single copy, but is repeated in some sequence two to three times. It is also common place to find this domain co-occurs with a zinc-beta ribbon domain, suggesting that is may bind nucleic acid and be involved in transcription regulation.		CDD:426909	cellular organisms	131567	31.746	63.0	40.0	1.0	173.0	235.0	1.0	60.0	7.4e-11	56.0			
tr|F4BYH4|F4BYH4_METSG	pfam02663	FmdE, Molybdenum formylmethanofuran dehydrogenase operon (Provisional)	FmdE, Molybdenum formylmethanofuran dehydrogenase operon. This entry represents the FmdE protein that is encode by the molybdenum formylmethanofuran dehydrogenase operon. FmdE does not co-purify with the molybdenum isozyme that is formed by FmdC and FmdB. The domain is typically found as a single copy, but is repeated in some sequence two to three times. It is also common place to find this domain co-occurs with a zinc-beta ribbon domain, suggesting that is may bind nucleic acid and be involved in transcription regulation.		CDD:426909	cellular organisms	131567	29.907	107.0	48.0	7.0	18.0	121.0	7.0	89.0	9.31e-07	44.5			
tr|F4BYH6|F4BYH6_METSG	COG3640	CO dehydrogenase nickel-insertion accessory protein CooC1	CO dehydrogenase nickel-insertion accessory protein CooC1 [Posttranslational modification, protein turnover, chaperones]. 		CDD:442857			35.156	256.0	149.0	7.0	1.0	246.0	1.0	249.0	4.86e-82	243.0	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
tr|F4BYH6|F4BYH6_METSG	KOG2825	Putative arsenite-translocating ATPase	KOG2825, Putative arsenite-translocating ATPase [Inorganic ion transport and metabolism]		CDD:230764			48.387	31.0	16.0	0.0	7.0	37.0	26.0	56.0	0.000665	37.9	METABOLISM	Inorganic ion transport and metabolism 	
tr|F4BYH6|F4BYH6_METSG	KOG3022	Predicted ATPase, nucleotide-binding	KOG3022, Predicted ATPase, nucleotide-binding [Cell cycle control, cell division, chromosome partitioning]		CDD:230960			52.941	34.0	16.0	0.0	4.0	37.0	52.0	85.0	9.5e-06	43.5	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	
tr|F4BYH6|F4BYH6_METSG	NF041546		ParA family partition ATPase. 		CDD:469431			50.0	30.0	15.0	0.0	8.0	37.0	8.0	37.0	7.61e-08	49.5			
tr|F4BYH6|F4BYH6_METSG	cl38936		P-loop containing Nucleoside Triphosphate Hydrolases. This family includes a wide variety of AAA domains including some that have lost essential nucleotide binding residues in the P-loop.		CDD:476819															
tr|F4BYH6|F4BYH6_METSG	cl38936		P-loop containing Nucleoside Triphosphate Hydrolases. This family includes a wide variety of AAA domains including some that have lost essential nucleotide binding residues in the P-loop.		CDD:476819															
tr|F4BYH6|F4BYH6_METSG	pfam01656	CobQ/CobB/MinD/ParA nucleotide binding domain (Provisional)	CobQ/CobB/MinD/ParA nucleotide binding domain. This family consists of various cobyrinic acid a,c-diamide synthases. These include CbiA and CbiP from S.typhimurium, and CobQ from R. capsulatus. These amidases catalyze amidations to various side chains of hydrogenobyrinic acid or cobyrinic acid a,c-diamide in the biosynthesis of cobalamin (vitamin B12) from uroporphyrinogen III. Vitamin B12 is an important cofactor and an essential nutrient for many plants and animals and is primarily produced by bacteria. The family also contains dethiobiotin synthetases as well as the plasmid partitioning proteins of the MinD/ParA family.		CDD:426369	cellular organisms	131567	24.696	247.0	150.0	8.0	3.0	233.0	2.0	228.0	1.85e-18	79.3			
tr|F4BYH6|F4BYH6_METSG	smart00382	ATPases associated with a variety of cellular activities	ATPases associated with a variety of cellular activities. AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.		CDD:214640			30.769	65.0	45.0	0.0	5.0	69.0	7.0	71.0	2.08e-06	40.4			
tr|F4BYH7|F4BYH7_METSG	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.2	CDD:440510			34.707	461.0	271.0	15.0	42.0	489.0	3.0	446.0	2.5e-120	358.0	METABOLISM	Amino acid transport and metabolism 	K02035
tr|F4BYH7|F4BYH7_METSG	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.26	CDD:440510			34.707	461.0	271.0	15.0	42.0	489.0	3.0	446.0	2.5e-120	358.0	METABOLISM	Amino acid transport and metabolism 	K02035
tr|F4BYH7|F4BYH7_METSG	PRK15109	peptide ABC transporter substrate-binding protein SapA	antimicrobial peptide ABC transporter periplasmic binding protein SapA; Provisional		CDD:185064	Gammaproteobacteria	1236	27.233	459.0	257.0	19.0	70.0	478.0	79.0	510.0	2.08e-28	117.0			
tr|F4BYH7|F4BYH7_METSG	cd08520		The substrate-binding component of an uncharacterized ABC-type nickel/dipeptide/oligopeptide-like import system contains the type 2 periplasmic binding fold. This CD represents the substrate-binding domain of an uncharacterized ATP-binding cassette (ABC) type nickel/dipeptide/oligopeptide-like transporter. The oligopeptide-binding protein OppA and the dipeptide-binding protein DppA show significant sequence similarity to NikA, the initial nickel receptor. The DppA binds dipeptides and some tripeptides and is involved in chemotaxis toward dipeptides, whereas the OppA binds peptides of a wide range of lengths (2-35 amino acid residues) and plays a role in recycling of cell wall peptides, which precludes any involvement in chemotaxis. Most of other periplasmic binding proteins are comprised of only two globular subdomains corresponding to domains I and III of the dipeptide/oligopeptide binding proteins. The structural topology of these domains is most similar to that of the type 2 periplasmic binding proteins (PBP2), which are responsible for the uptake of a variety of substrates such as phosphate, sulfate, polysaccharides, lysine/arginine/ornithine, and histidine.  The PBP2 bind their ligand in the cleft between these domains in a manner resembling a Venus flytrap. After binding their specific ligand with high affinity, they can interact with a cognate membrane transport complex comprised of two integral membrane domains and two cytoplasmically located ATPase domains. This interaction triggers the ligand translocation across the cytoplasmic membrane energized by ATP hydrolysis.  Besides transport proteins, the PBP2 superfamily includes the ligand-binding domains from ionotropic glutamate receptors, LysR-type transcriptional regulators,  and unorthodox sensor proteins involved in signal transduction.		CDD:173885			50.743	471.0	223.0	6.0	27.0	491.0	1.0	468.0	0.0	629.0			
tr|F4BYH7|F4BYH7_METSG	cl01709		The substrate-binding domain of an ABC-type nickel/oligopeptide-like import system contains the type 2 periplasmic binding fold. The borders of this family are based on the PDBSum definitions of the domain edges for Swiss:P06202.		CDD:445520															
tr|F4BYH7|F4BYH7_METSG	pfam00496	Bacterial extracellular solute-binding proteins, family 5 Middle (Provisional)	Bacterial extracellular solute-binding proteins, family 5 Middle. The borders of this family are based on the PDBSum definitions of the domain edges for Swiss:P06202.		CDD:425718	cellular organisms	131567	34.358	358.0	219.0	9.0	70.0	416.0	2.0	354.0	1.1299999999999999e-82	259.0			
tr|F4BYI3|F4BYI3_METSG	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) [Coenzyme transport and metabolism, General function prediction only]. Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) is part of the Pathway/BioSystem: Pyrimidine degradation	1.14.14.5	CDD:441744			25.079	315.0	200.0	9.0	22.0	319.0	1.0	296.0	6.96e-50	165.0	METABOLISM	Coenzyme transport and metabolism 	
tr|F4BYI3|F4BYI3_METSG	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) [Coenzyme transport and metabolism, General function prediction only]. Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) is part of the Pathway/BioSystem: Pyrimidine degradation	1.14.14.5	CDD:441744			25.079	315.0	200.0	9.0	22.0	319.0	1.0	296.0	6.96e-50	165.0	POORLY CHARACTERIZED	General function prediction only 	
tr|F4BYI3|F4BYI3_METSG	PRK02271	5,10-methylenetetrahydromethanopterin reductase	methylenetetrahydromethanopterin reductase; Provisional	1.5.98.2	CDD:235022	Euryarchaeota	28890	59.259	324.0	127.0	2.0	1.0	319.0	2.0	325.0	5.0199999999999996e-180	498.0			
tr|F4BYI3|F4BYI3_METSG	cd01097		N5,N10-methylenetetrahydromethanopterin reductase (Mer) catalyzes the reduction of N5,N10-methylenetetrahydromethanopterin with reduced coenzyme F420 to N5-methyltetrahydromethanopterin and oxidized coenzyme F420.		CDD:238530			31.188	202.0	85.0	4.0	2.0	194.0	3.0	159.0	2.8900000000000002e-31	114.0			
tr|F4BYI3|F4BYI3_METSG	cl19096		N/A. Members of this family are F420-binding enzymes with a proven functional N-terminal twin-arginine translocation (TAT) signal. Members are homologous to the cytosolic F420-dependent glucose-6-phosphate dehydrogenase but do not share the same function.		CDD:450250															
tr|F4BYI3|F4BYI3_METSG	pfam00296	LLM class flavin-dependent oxidoreductase	Luciferase-like monooxygenase. 		CDD:425589	cellular organisms	131567	29.412	289.0	191.0	5.0	18.0	296.0	28.0	313.0	8.18e-68	212.0			
tr|F4BYJ2|F4BYJ2_METSG	PRK10856	cytoskeleton protein RodZ	cytoskeleton protein RodZ. 		CDD:236776	Gammaproteobacteria	1236	23.404	94.0	68.0	3.0	42.0	133.0	159.0	250.0	8.3e-06	44.2			
tr|F4BYJ2|F4BYJ2_METSG	PRK10856	cytoskeleton protein RodZ	cytoskeleton protein RodZ. 		CDD:236776	Gammaproteobacteria	1236	24.051	79.0	57.0	2.0	39.0	115.0	169.0	246.0	0.000342	39.2			
tr|F4BYK3|F4BYK3_METSG	COG0436	Aspartate/methionine/tyrosine aminotransferase	Aspartate/methionine/tyrosine aminotransferase [Amino acid transport and metabolism]. Aspartate/methionine/tyrosine aminotransferase is part of the Pathway/BioSystem: Isoleucine, leucine, valine biosynthesis		CDD:440205			41.361	382.0	219.0	3.0	3.0	381.0	4.0	383.0	1.94e-171	480.0	METABOLISM	Amino acid transport and metabolism 	K00811,K00812,K10206,K08969
tr|F4BYK3|F4BYK3_METSG	KOG0256	1-aminocyclopropane-1-carboxylate synthase, and related proteins	KOG0256, 1-aminocyclopropane-1-carboxylate synthase, and related proteins [Signal transduction mechanisms]		CDD:228205			23.077	351.0	233.0	13.0	58.0	378.0	112.0	455.0	7.92e-22	94.4	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	
tr|F4BYK3|F4BYK3_METSG	KOG0257	Kynurenine aminotransferase, glutamine transaminase K	KOG0257, Kynurenine aminotransferase, glutamine transaminase K [Amino acid transport and metabolism]		CDD:228206			26.515	396.0	270.0	5.0	5.0	383.0	11.0	402.0	1.34e-69	222.0	METABOLISM	Amino acid transport and metabolism 	
tr|F4BYK3|F4BYK3_METSG	KOG0258	Alanine aminotransferase	KOG0258, Alanine aminotransferase [Amino acid transport and metabolism]		CDD:228207			23.343	347.0	198.0	15.0	73.0	365.0	119.0	451.0	5.11e-12	64.7	METABOLISM	Amino acid transport and metabolism 	
tr|F4BYK3|F4BYK3_METSG	KOG0259	Tyrosine aminotransferase	KOG0259, Tyrosine aminotransferase [Amino acid transport and metabolism]		CDD:228208			25.6	375.0	250.0	10.0	27.0	378.0	59.0	427.0	4.18e-38	139.0	METABOLISM	Amino acid transport and metabolism 	
tr|F4BYK3|F4BYK3_METSG	KOG0633	Histidinol phosphate aminotransferase	KOG0633, Histidinol phosphate aminotransferase [Amino acid transport and metabolism]		CDD:228580			20.615	325.0	227.0	13.0	60.0	367.0	51.0	361.0	9.58e-11	60.3	METABOLISM	Amino acid transport and metabolism 	
tr|F4BYK3|F4BYK3_METSG	KOG0634	Aromatic amino acid aminotransferase and related proteins	KOG0634, Aromatic amino acid aminotransferase and related proteins [Amino acid transport and metabolism]		CDD:228581			19.321	383.0	238.0	16.0	56.0	378.0	89.0	460.0	2.72e-08	52.8	METABOLISM	Amino acid transport and metabolism 	
tr|F4BYK3|F4BYK3_METSG	PRK09276	LL-diaminopimelate aminotransferase	LL-diaminopimelate aminotransferase; Provisional	2.6.1.83	CDD:181749	cellular organisms	131567	63.874	382.0	136.0	2.0	1.0	380.0	3.0	384.0	0.0	686.0			
tr|F4BYK3|F4BYK3_METSG	TIGR03540	LL-diaminopimelate aminotransferase	LL-diaminopimelate aminotransferase. This clade of the pfam00155 superfamily of aminotransferases includes several which are adjacent to elements of the lysine biosynthesis via diaminopimelate pathway (GenProp0125). Every member of this clade is from a genome which possesses most of the lysine biosynthesis pathway but lacks any of the known aminotransferases, succinylases, desuccinylases, acetylases or deacetylases typical of the acylated versions of this pathway nor do they have the direct, NADPH-dependent enzyme (ddh). Although there is no experimental characterization of any of the sequences in this clade, a direct pathway is known in plants and Chlamydia and the clade containing the Chlamydia gene is a neighboring one in the same pfam00155 superfamily so it seems quite reasonable that these enzymes catalyze the same transformation.	2.6.1.83	CDD:274638	cellular organisms	131567	65.183	382.0	131.0	1.0	1.0	380.0	1.0	382.0	0.0	656.0			
tr|F4BYK3|F4BYK3_METSG	cd00609		Aspartate aminotransferase family. This family belongs to pyridoxal phosphate (PLP)-dependent aspartate aminotransferase superfamily (fold I). Pyridoxal phosphate combines with an alpha-amino acid to form a compound called a Schiff base or aldimine intermediate, which depending on the reaction, is the substrate in four kinds of reactions (1) transamination (movement of amino groups), (2) racemization (redistribution of enantiomers), (3) decarboxylation (removing COOH groups), and (4) various side-chain reactions depending on the enzyme involved. Pyridoxal phosphate (PLP) dependent enzymes were previously classified into alpha, beta and gamma classes, based on the chemical characteristics (carbon atom involved) of the reaction they catalyzed. The availability of several structures allowed a comprehensive analysis of  the evolutionary classification of PLP dependent enzymes, and it was found that the functional classification did not always agree with the evolutionary history of these enzymes. The major groups in this CD corresponds to Aspartate aminotransferase a, b and c, Tyrosine, Alanine, Aromatic-amino-acid, Glutamine phenylpyruvate, 1-Aminocyclopropane-1-carboxylate synthase, Histidinol-phosphate, gene products of malY and cobC, Valine-pyruvate aminotransferase and Rhizopine catabolism regulatory protein.		CDD:99734			35.795	352.0	221.0	5.0	32.0	380.0	1.0	350.0	7.23e-109	321.0			
